NM_REGIAO;NM_UF;CD_UF;SIGLA;CD_MUN;NM_MUN;AREA_TOT;AREA_INT;PERC_INT;LAT_SEDE;LNG_SEDE;SEDE_AL
CENTRO-OESTE;Mato Grosso;51;MT;5104203;Guiratinga;5032,75;5032,75;100;-16,3457;-53,7593;true
CENTRO-OESTE;Mato Grosso;51;MT;5104500;Indiavaí;592,5;592,5;100;-15,4939;-58,577;true
CENTRO-OESTE;Mato Grosso;51;MT;5104526;Ipiranga do Norte;3422,02;3422,02;100;-12,2407;-56,1468;true
CENTRO-OESTE;Mato Grosso;51;MT;5104542;Itanhangá;2909,75;2909,75;100;-12,2331;-56,6452;true
CENTRO-OESTE;Mato Grosso;51;MT;5104559;Itaúba;4517,91;4517,91;100;-11,0072;-55,2424;true
CENTRO-OESTE;Mato Grosso;51;MT;5104609;Itiquira;8698,81;8698,81;100;-17,2078;-54,144;true
CENTRO-OESTE;Mato Grosso;51;MT;5104807;Jaciara;2395,37;2395,37;100;-15,9648;-54,9642;true
CENTRO-OESTE;Mato Grosso;51;MT;5104906;Jangada;1297,26;1297,26;100;-15,2327;-56,4923;true
CENTRO-OESTE;Mato Grosso;51;MT;5105002;Jauru;1345,41;1345,41;100;-15,3393;-58,8701;true
CENTRO-OESTE;Mato Grosso;51;MT;5105101;Juara;22632,71;22632,71;100;-11,2504;-57,5131;true
CENTRO-OESTE;Mato Grosso;51;MT;5105150;Juína;26397,17;26397,17;100;-11,4233;-58,7571;true
CENTRO-OESTE;Mato Grosso;51;MT;5105176;Juruena;3207,84;3207,84;100;-10,3242;-58,4946;true
CENTRO-OESTE;Mato Grosso;51;MT;5105200;Juscimeira;2717,59;2717,59;100;-16,054;-54,8907;true
CENTRO-OESTE;Mato Grosso;51;MT;5105234;Lambari D'Oeste;1810,55;1810,55;100;-15,3169;-58,0066;true
CENTRO-OESTE;Mato Grosso;51;MT;5105259;Lucas do Rio Verde;3674,6;3674,6;100;-13,0921;-55,9248;true
CENTRO-OESTE;Mato Grosso;51;MT;5105309;Luciara;4282,73;4282,73;100;-11,2214;-50,6673;true
CENTRO-OESTE;Mato Grosso;51;MT;5105507;Vila Bela da Santíssima Trindade;13443,68;13443,68;100;-15,0061;-59,9506;true
CENTRO-OESTE;Mato Grosso;51;MT;5105580;Marcelândia;12286,12;12286,12;100;-11,0841;-54,5234;true
CENTRO-OESTE;Mato Grosso;51;MT;5105606;Matupá;5228,27;5228,27;100;-10,1793;-54,9347;true
CENTRO-OESTE;Mato Grosso;51;MT;5105622;Mirassol d'Oeste;1085,37;1085,37;100;-15,6751;-58,0988;true
CENTRO-OESTE;Mato Grosso;51;MT;5105903;Nobres;3895,17;3895,17;100;-14,7264;-56,3425;true
CENTRO-OESTE;Mato Grosso;51;MT;5106000;Nortelândia;1336,75;1336,75;100;-14,4536;-56,804;true
CENTRO-OESTE;Mato Grosso;51;MT;5106109;Nossa Senhora do Livramento;5537,41;5537,41;100;-15,7746;-56,3466;true
CENTRO-OESTE;Mato Grosso;51;MT;5106158;Nova Bandeirantes;9556,66;9556,66;100;-9,8593;-57,8043;true
CENTRO-OESTE;Mato Grosso;51;MT;5106174;Nova Nazaré;4034,62;4034,62;100;-13,9905;-51,7994;true
CENTRO-OESTE;Mato Grosso;51;MT;5106182;Nova Lacerda;4780,41;4780,41;100;-14,4775;-59,5863;true
CENTRO-OESTE;Mato Grosso;51;MT;5106190;Nova Santa Helena;2385,82;2385,82;100;-10,8489;-55,1771;true
CENTRO-OESTE;Mato Grosso;51;MT;5106208;Nova Brasilândia;3832,04;3832,04;100;-14,9321;-54,9747;true
CENTRO-OESTE;Mato Grosso;51;MT;5106216;Nova Canaã do Norte;5953,1;5953,1;100;-10,637;-55,7089;true
CENTRO-OESTE;Mato Grosso;51;MT;5106224;Nova Mutum;9546,51;9546,51;100;-13,8167;-56,0878;true
CENTRO-OESTE;Mato Grosso;51;MT;5106232;Nova Olímpia;1327,27;1327,27;100;-14,7832;-57,2905;true
CENTRO-OESTE;Mato Grosso;51;MT;5106240;Nova Ubiratã;12845,88;12845,88;100;-13,0335;-55,2533;true
CENTRO-OESTE;Mato Grosso;51;MT;5106257;Nova Xavantina;5652,03;5652,03;100;-14,6755;-52,353;true
CENTRO-OESTE;Mato Grosso;51;MT;5106265;Novo Mundo;5800,76;5800,76;100;-9,9741;-55,1708;true
CENTRO-OESTE;Mato Grosso;51;MT;5106273;Novo Horizonte do Norte;920,05;920,05;100;-11,3892;-57,3169;true
CENTRO-OESTE;Mato Grosso;51;MT;5106281;Novo São Joaquim;5078,29;5078,29;100;-14,9143;-53,0236;true
CENTRO-OESTE;Mato Grosso;51;MT;5106299;Paranaíta;4813,56;4813,56;100;-9,6655;-56,4758;true
CENTRO-OESTE;Mato Grosso;51;MT;5106307;Paranatinga;23781,49;23781,49;100;-14,4255;-54,0532;true
CENTRO-OESTE;Mato Grosso;51;MT;5106315;Novo Santo Antônio;4394,78;4394,78;100;-12,2925;-50,966;true
CENTRO-OESTE;Mato Grosso;51;MT;5106372;Pedra Preta;3786,5;3786,5;100;-16,6225;-54,4768;true
CENTRO-OESTE;Mato Grosso;51;MT;5106422;Peixoto de Azevedo;14432,93;14432,93;100;-10,2453;-54,992;true
CENTRO-OESTE;Mato Grosso;51;MT;5106455;Planalto da Serra;2437,59;2437,59;100;-14,6638;-54,7751;true
CENTRO-OESTE;Mato Grosso;51;MT;5106505;Poconé;17156,76;17156,76;100;-16,2658;-56,6262;true
CENTRO-OESTE;Mato Grosso;51;MT;5106653;Pontal do Araguaia;2742,48;2742,48;100;-15,905;-52,2565;true
CENTRO-OESTE;Mato Grosso;51;MT;5106703;Ponte Branca;701,14;701,14;100;-16,7659;-52,8359;true
CENTRO-OESTE;Mato Grosso;51;MT;5106752;Pontes e Lacerda;8545,29;8545,29;100;-15,2259;-59,3407;true
CENTRO-OESTE;Mato Grosso;51;MT;5106778;Porto Alegre do Norte;3971,72;3971,72;100;-10,8798;-51,6395;true
CENTRO-OESTE;Mato Grosso;51;MT;5106802;Porto dos Gaúchos;6846,67;6846,67;100;-11,5332;-57,4136;true
CENTRO-OESTE;Mato Grosso;51;MT;5106828;Porto Esperidião;5832,08;5832,08;100;-15,8549;-58,4671;true
CENTRO-OESTE;Mato Grosso;51;MT;5106851;Porto Estrela;2045,47;2045,47;100;-15,3321;-57,202;true
CENTRO-OESTE;Mato Grosso;51;MT;5107008;Poxoréu;6833,01;6833,01;100;-15,8271;-54,396;true
CENTRO-OESTE;Mato Grosso;51;MT;5107040;Primavera do Leste;5549,92;5549,92;100;-15,5554;-54,3002;true
CENTRO-OESTE;Mato Grosso;51;MT;5107065;Querência;17799,99;17799,99;100;-12,5957;-52,2074;true
CENTRO-OESTE;Mato Grosso;51;MT;5107107;São José dos Quatro Marcos;1282,76;1282,76;100;-15,6253;-58,1781;true
CENTRO-OESTE;Mato Grosso;51;MT;5107156;Reserva do Cabaçal;1331,68;1331,68;100;-15,1233;-58,3819;true
CENTRO-OESTE;Mato Grosso;51;MT;5107180;Ribeirão Cascalheira;11354,56;11354,56;100;-12,9448;-51,8271;true
CENTRO-OESTE;Mato Grosso;51;MT;5107198;Ribeirãozinho;625;625;100;-16,4913;-52,6928;true
CENTRO-OESTE;Mato Grosso;51;MT;5107206;Rio Branco;539,29;539,29;100;-15,2378;-58,1075;true
CENTRO-OESTE;Mato Grosso;51;MT;5107248;Santa Carmem;3812,09;3812,09;100;-11,9749;-55,2771;true
CENTRO-OESTE;Mato Grosso;51;MT;5107263;Santo Afonso;1166,38;1166,38;100;-14,4953;-57,0014;true
CENTRO-OESTE;Mato Grosso;51;MT;5107297;São José do Povo;584,37;584,37;100;-16,4653;-54,2539;true
CENTRO-OESTE;Mato Grosso;51;MT;5107305;São José do Rio Claro;4525,3;4525,3;100;-13,4443;-56,7221;true
CENTRO-OESTE;Mato Grosso;51;MT;5107354;São José do Xingu;7465,56;7465,56;100;-10,804;-52,7382;true
CENTRO-OESTE;Mato Grosso;51;MT;5107404;São Pedro da Cipa;344,33;344,33;100;-16,0014;-54,9181;true
CENTRO-OESTE;Mato Grosso;51;MT;5107578;Rondolândia;12658,34;12658,34;100;-10,8444;-61,4597;true
CENTRO-OESTE;Mato Grosso;51;MT;5107602;Rondonópolis;4800,91;4800,91;100;-16,4751;-54,6221;true
CENTRO-OESTE;Mato Grosso;51;MT;5107701;Rosário Oeste;7051,99;7051,99;100;-14,8379;-56,4334;true
CENTRO-OESTE;Mato Grosso;51;MT;5107743;Santa Cruz do Xingu;5623,39;5623,39;100;-10,1534;-52,3921;true
CENTRO-OESTE;Mato Grosso;51;MT;5107750;Salto do Céu;1753,38;1753,38;100;-15,1309;-58,1349;true
CENTRO-OESTE;Mato Grosso;51;MT;5107768;Santa Rita do Trivelato;4750,92;4750,92;100;-13,8162;-55,2752;true
CENTRO-OESTE;Mato Grosso;51;MT;5107776;Santa Terezinha;6466,22;6466,22;100;-10,468;-50,5087;true
CENTRO-OESTE;Mato Grosso;51;MT;5107792;Santo Antônio do Leste;3517,65;3517,65;100;-14,8037;-53,6098;true
CENTRO-OESTE;Mato Grosso;51;MT;5107800;Santo Antônio do Leverger;9469,14;9469,14;100;-15,8635;-56,0785;true
CENTRO-OESTE;Mato Grosso;51;MT;5107859;São Félix do Araguaia;16682,47;16682,47;100;-11,6168;-50,6623;true
CENTRO-OESTE;Mato Grosso;51;MT;5107875;Sapezal;13615,75;13615,75;100;-13,5475;-58,8169;true
CENTRO-OESTE;Mato Grosso;51;MT;5107883;Serra Nova Dourada;1490,79;1490,79;100;-12,0885;-51,4027;true
CENTRO-OESTE;Mato Grosso;51;MT;5107909;Sinop;3990,87;3990,87;100;-11,8565;-55,5112;true
CENTRO-OESTE;Mato Grosso;51;MT;5107925;Sorriso;9346,87;9346,87;100;-12,5453;-55,7275;true
CENTRO-OESTE;Mato Grosso;51;MT;5107941;Tabaporã;8442,93;8442,93;100;-11,3069;-56,8223;true
CENTRO-OESTE;Mato Grosso;51;MT;5107958;Tangará da Serra;11636,98;11636,98;100;-14,6196;-57,4883;true
CENTRO-OESTE;Mato Grosso;51;MT;5108006;Tapurah;4492,54;4492,54;100;-12,7422;-56,5135;true
CENTRO-OESTE;Mato Grosso;51;MT;5108055;Terra Nova do Norte;2399,74;2399,74;100;-10,6001;-55,1137;true
CENTRO-OESTE;Mato Grosso;51;MT;5108105;Tesouro;4281,97;4281,97;100;-16,0797;-53,5523;true
CENTRO-OESTE;Mato Grosso;51;MT;5108204;Torixoréu;2398,38;2398,38;100;-16,2003;-52,555;true
CENTRO-OESTE;Mato Grosso;51;MT;5108303;União do Sul;4590,63;4590,63;100;-11,531;-54,3686;true
CENTRO-OESTE;Mato Grosso;51;MT;5108352;Vale de São Domingos;1901,55;1901,55;100;-15,2971;-59,0655;true
CENTRO-OESTE;Mato Grosso;51;MT;5108402;Várzea Grande;724,28;724,28;100;-15,6631;-56,1425;true
CENTRO-OESTE;Mato Grosso;51;MT;5108501;Vera;3005,12;3005,12;100;-12,2953;-55,2946;true
CENTRO-OESTE;Mato Grosso;51;MT;5108600;Vila Rica;7436,38;7436,38;100;-10,0137;-51,1142;true
CENTRO-OESTE;Mato Grosso;51;MT;5108808;Nova Guarita;1121,93;1121,93;100;-10,3095;-55,4036;true
CENTRO-OESTE;Mato Grosso;51;MT;5108857;Nova Marilândia;1905,74;1905,74;100;-14,3645;-56,9706;true
CENTRO-OESTE;Mato Grosso;51;MT;5108907;Nova Maringá;11553,48;11553,48;100;-13,0353;-57,0914;true
CENTRO-OESTE;Mato Grosso;51;MT;5108956;Nova Monte Verde;5139,31;5139,31;100;-9,9797;-57,4674;true
